Anno;ateco_UL_2007_2cifre;descriz_ateco_UL_2007_2cifre;ateco_UL_2007_5cifre;descriz_ateco_UL_2007-5cifre;N.unità locali;N.addetti_UL
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23140;Fabbricazione di fibre di vetro;1;2
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23192;Lavorazione di vetro a mano e a soffio artistico;13;23,55
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23199;Fabbricazione di altri prodotti in vetro compresa la vetreria tecnica;8;21,05
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23200;Fabbricazione di prodotti refrattari;10;41,19
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23310;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti;2;2,99
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23320;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta;4;7,1
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23410;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali;11;19,75
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23420;Fabbricazione di articoli sanitari in ceramica;5;14,2
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23430;Fabbricazione di isolatori e di pezzi isolanti in ceramica;1;10,75
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23440;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale;2;11
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23490;Fabbricazione di altri prodotti in ceramica;3;15,71
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23510;Produzione di cemento;4;33,57
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23610;Fabbricazione di prodotti in calcestruzzo per l'edilizia;20;112,63
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23620;Fabbricazione di prodotti in gesso per l'edilizia;5;117,38
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23630;Produzione di calcestruzzo pronto per l'uso;10;44,86
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23640;Produzione di malta;3;12,11
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23650;Fabbricazione di prodotti in fibrocemento;1;3,1
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23690;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento;4;71,42
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23701;Segagione e lavorazione delle pietre e del marmo;27;66,96
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23702;Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico;34;67,17
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23703;Frantumazione di pietre e minerali vari fuori della cava;3;8,92
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23910;Produzione di prodotti abrasivi;12;49,26
2010;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI;23990;Fabbricazione di altri prodotti in minerali non metalliferi nca;22;189,13
2010;24;METALLURGIA;24100;Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe;22;240,57
2010;24;METALLURGIA;24201;Fabbricazione di tubi e condotti senza saldatura;3;9
2010;24;METALLURGIA;24202;Fabbricazione di tubi e condotti saldati e simili;9;94,73
2010;24;METALLURGIA;24320;Laminazione a freddo di nastri;5;96,85
2010;24;METALLURGIA;24330;Profilatura mediante formatura o piegatura a freddo;11;52,83
2010;24;METALLURGIA;24340;Trafilatura a freddo;9;53,29
2010;24;METALLURGIA;24410;Produzione di metalli preziosi e semilavorati;10;25,39
2010;24;METALLURGIA;24420;Produzione di alluminio e semilavorati;31;187,38
2010;24;METALLURGIA;24430;Produzione di piombo, zinco e stagno e semilavorati;1;2,75
2010;24;METALLURGIA;24440;Produzione di rame e semilavorati;7;66,17
2010;24;METALLURGIA;24450;Produzione di altri metalli non ferrosi e semilavorati;3;13
2010;24;METALLURGIA;24510;Fusione di ghisa e produzione di tubi e raccordi in ghisa;7;85,85
2010;24;METALLURGIA;24530;Fusione di metalli leggeri;16;82,85
2010;24;METALLURGIA;24540;Fusione di altri metalli non ferrosi;20;104,8
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25110;Fabbricazione di strutture metalliche e parti assemblate di strutture;156;924,34
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25121;Fabbricazione di porte, finestre e loro telai, imposte e cancelli metallici;117;378,39
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25122;Fabbricazione di strutture metalliche per tende da sole, tende alla veneziana e simili;29;71,68
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25210;Fabbricazione di radiatori e contenitori in metallo per caldaie per il riscaldamento centrale;3;2,25
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25290;Fabbricazione di cisterne, serbatoi e contenitori in metallo per impieghi di stoccaggio o di produzione;9;96,69
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25300;Fabbricazione di generatori di vapore, esclusi i contenitori in metallo per caldaie per il riscaldamento centrale ad acqua calda;9;162,7
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25400;Fabbricazione di armi e munizioni;4;9,93
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25500;"Fucinatura, imbutitura, stampaggio e profilatura dei metalli; metallurgia delle polveri";36;156,96
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25610;Trattamento e rivestimento dei metalli;79;338,5
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25620;Lavori di meccanica generale;195;653,49
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25710;Fabbricazione di articoli di coltelleria, posateria ed armi bianche;6;20,15
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25720;Fabbricazione di serrature e cerniere e ferramenta simili;3;3,76
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25731;"Fabbricazione di utensileria ad azionamento manuale; parti intercambiabili per macchine utensili";51;295,17
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25732;Fabbricazione di stampi, portastampi, sagome, forme per macchine;33;75,32
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25910;Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio;3;16,95
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25920;Fabbricazione di imballaggi leggeri in metallo;2;7,5
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25931;Fabbricazione di prodotti fabbricati con fili metallici;19;114,96
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25932;Fabbricazione di molle;9;49,46
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25933;Fabbricazione di catene fucinate senza saldatura e stampate;1;2
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25940;Fabbricazione di articoli di bulloneria;12;89,48
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25991;Fabbricazione di stoviglie, pentolame, vasellame, attrezzi da cucina e accessori casalinghi non elettrici, articoli metallici per l'arredamento di stanze da bagno;14;27,09
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25992;Fabbricazione di casseforti, forzieri porte metalliche blindate;11;18,84
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25993;Fabbricazione di oggetti in ferro, in rame ed altri metalli;77;143,13
2010;25;FABBRICAZIONE DI PRODOTTI IN METALLO, ESCLUSI MACCHINARI E ATTREZZATURE;25999;Fabbricazione di altri articoli metallici e minuteria metallica;105;455,73
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26110;Fabbricazione di componenti elettronici;47;202,78
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26120;Fabbricazione di schede elettroniche assemblate;23;55,35
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26200;Fabbricazione di computer e unità periferiche;34;307,07
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26301;Fabbricazione di apparecchi trasmittenti radiotelevisivi, comprese le telecamere;11;45,97
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26302;Fabbricazione di apparecchi elettrici ed elettronici per telecomunicazioni;63;702,79
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26400;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini;13;22,56
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26511;Fabbricazione di strumenti per navigazione, idrologia, geofisica e meteorologia;10;45,69
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26512;Fabbricazione di contatori di elettricità, gas, acqua ed altri liquidi, di bilance analitiche di precisione, di apparecchi di misura e regolazione (comprese parti staccate e accessori);73;386,93
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26520;Fabbricazione di orologi;7;49,34
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26600;Fabbricazione di strumenti per irradiazione, apparecchiature elettromedicali ed elettroterapeutiche;58;835,41
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26701;Fabbricazione di elementi ottici e strumenti ottici di misura, controllo e precisione;7;22,45
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26702;Fabbricazione di apparecchiature fotografiche e cinematografiche;7;99,19
2010;26;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";26800;Fabbricazione di supporti magnetici ed ottici;4;5,29
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27110;Fabbricazione di motori, generatori e trasformatori elettrici;54;376,76
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27120;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità;53;611,01
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27200;Fabbricazione di batterie di pile ed accumulatori elettrici;1;2,86
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27310;Fabbricazione di cavi a fibra ottica;1;1
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27320;Fabbricazione di altri fili e cavi elettrici ed elettronici;11;327,06
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27330;Fabbricazione di attrezzature per cablaggio;19;105,99
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27400;Fabbricazione di apparecchiature per illuminazione;73;457,8
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27510;Fabbricazione di elettrodomestici;12;101,33
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27520;Fabbricazione di apparecchi per uso domestico non elettrici;3;4,45
2010;27;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;27900;Fabbricazione di altre apparecchiature elettriche;128;679,5
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28111;Fabbricazione di motori a combustione interna, compresi parti e accessori (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);2;5,31
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28112;Fabbricazione di turbine e turboalternatori (compresi parti e accessori);14;147,73
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28120;Fabbricazione di apparecchiature fluidodinamiche;15;275,38
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28130;Fabbricazione di altre pompe e compressori;13;69,89
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28140;Fabbricazione di altri rubinetti e valvole;40;242,27
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28151;Fabbricazione di organi di trasmissione (esclusi quelli idraulici e quelli per autoveicoli, aeromobili e motocicli);23;199,61
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28152;Fabbricazione di cuscinetti a sfere;4;42,93
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28211;Fabbricazione di forni, fornaci e bruciatori;20;66,01
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28212;Fabbricazione di caldaie per riscaldamento;6;28,25
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28220;Fabbricazione di macchine e apparecchi di sollevamento e movimentazione;45;333,74
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28230;Fabbricazione di macchine ed attrezzature per ufficio (esclusi computer e unità periferiche);14;58,94
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28240;Fabbricazione di utensili portatili a motore;3;9,6
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28250;"Fabbricazione di attrezzature di uso non domestico per la refrigerazione e la ventilazione; fabbricazione di condizionatori domestici fissi";48;210,07
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28291;Fabbricazione di bilance e di macchine automatiche per la vendita e la distribuzione (compresi parti staccate e accessori);9;33,71
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28292;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (compresi parti e accessori);63;919,9
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28293;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (compresi parti e accessori);24;91,15
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28299;Fabbricazione di macchine di impiego generale ed altro materiale meccanico nca;91;412,54
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28309;Fabbricazione di altre macchine per l'agricoltura, la silvicoltura e la zootecnia;6;16,86
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28410;Fabbricazione di macchine utensili per la formatura dei metalli (compresi parti e accessori ed escluse le parti intercambiabili);14;129,72
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28490;Fabbricazione di altre macchine utensili (compresi parti e accessori);37;183,92
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28910;Fabbricazione di macchine per la metallurgia (compresi parti e accessori);46;374,99
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28920;Fabbricazione di macchine da miniera, cava e cantiere (compresi parti e accessori);21;124,95
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28930;Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco (compresi parti e accessori);42;181,73
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28941;Fabbricazione di macchine tessili, di macchine e di impianti per il trattamento ausiliario dei tessili, di macchine per cucire e per maglieria (compresi parti e accessori);21;73,19
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28942;Fabbricazione di macchine e apparecchi per l'industria delle pelli, del cuoio e delle calzature (compresi parti e accessori);3;37,53
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28943;Fabbricazione di apparecchiature e di macchine per lavanderie e stirerie (compresi parti e accessori);12;31,12
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28950;Fabbricazione di macchine per l'industria della carta e del cartone (compresi parti e accessori);12;61,84
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28960;Fabbricazione di macchine per l'industria delle materie plastiche e della gomma (compresi parti e accessori);25;105,03
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28991;Fabbricazione di macchine per la stampa e la legatoria (compresi parti e accessori);15;45,96
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28992;Fabbricazione di robot industriali per usi molteplici (compresi parti e accessori);10;21,31
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28993;Fabbricazione di apparecchi per istituti di bellezza e centri di benessere;4;11,75
2010;28;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;28999;Fabbricazione di altre macchine per impieghi speciali nca (compresi parti e accessori);28;117,06
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29100;Fabbricazione di autoveicoli;3;4,9
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29200;Fabbricazione di carrozzerie per autoveicoli, rimorchi e semirimorchi;10;15,07
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29310;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;2;6,58
2010;29;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;29320;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori;39;446,67
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30110;Cantieri navali per costruzioni metalliche e non metalliche;18;135,35
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30120;Costruzione di imbarcazioni da diporto e sportive;22;82,86
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30200;Costruzione di materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;8;147,22
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30300;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi;6;374,2
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30911;Fabbricazione di motocicli e motoveicoli (compresi i motori);7;13,11
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30912;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;4;9,92
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30921;Fabbricazione e montaggio di biciclette (compresi parti e accessori);7;9,5
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30922;Fabbricazione di parti ed accessori per biciclette;3;3,42
2010;30;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;30990;Fabbricazione di veicoli a trazione manuale o animale;2;2,47
2010;31;FABBRICAZIONE DI MOBILI;31012;Fabbricazione di altri mobili per ufficio e negozi;48;279,08
2010;31;FABBRICAZIONE DI MOBILI;31020;Fabbricazione di mobili per cucina;13;29,89
2010;31;FABBRICAZIONE DI MOBILI;31030;Fabbricazione di materassi;10;29,96
2010;31;FABBRICAZIONE DI MOBILI;31091;Fabbricazione di mobili per arredo domestico;58;179,05
2010;31;FABBRICAZIONE DI MOBILI;31092;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);4;8,23
2010;31;FABBRICAZIONE DI MOBILI;31093;Fabbricazione di poltrone e divani;38;153,86
2010;31;FABBRICAZIONE DI MOBILI;31094;Fabbricazione di parti e accessori di mobili;37;112,53
